question,answer
Trách nhiệm của cơ quan nhà nước trong việc bảo vệ quyền lợi của người tiêu dùng là gì?,"Theo Luật Bảo vệ quyền lợi người tiêu dùng, cơ quan nhà nước có trách nhiệm kiểm tra, giám sát các hoạt động sản xuất, kinh doanh, bảo vệ quyền lợi người tiêu dùng và xử lý các vi phạm liên quan."
Quy định về quyền và nghĩa vụ của người sử dụng điện là gì?,"Theo Luật Điện lực, người sử dụng điện có quyền yêu cầu cung cấp điện liên tục, ổn định, an toàn và phải thực hiện nghĩa vụ thanh toán tiền điện, bảo quản công trình điện."
Thủ tục đăng ký kết hôn với người nước ngoài là gì?,"Theo Luật Hôn nhân và Gia đình, thủ tục đăng ký kết hôn với người nước ngoài bao gồm nộp đơn đăng ký, giấy tờ chứng minh nhân thân, giấy tờ chứng minh tình trạng hôn nhân của cả hai bên và các giấy tờ liên quan khác tại UBND xã, phường, thị trấn."
Quy định về bảo vệ quyền lợi của người khuyết tật là gì?,"Theo Luật Người khuyết tật, người khuyết tật có quyền được hỗ trợ trong giáo dục, y tế, việc làm, tiếp cận công trình công cộng và tham gia các hoạt động xã hội."
"Trách nhiệm của cá nhân, tổ chức trong việc bảo vệ nguồn nước là gì?","Theo Luật Tài nguyên nước, cá nhân, tổ chức có trách nhiệm sử dụng tiết kiệm, bảo vệ nguồn nước, ngăn chặn các hành vi gây ô nhiễm và tham gia các hoạt động bảo vệ nguồn nước."
Quy định về quyền và nghĩa vụ của người thuê đất là gì?,"Theo Luật Đất đai, người thuê đất có quyền sử dụng đất theo hợp đồng thuê, cho thuê lại quyền sử dụng đất và phải thực hiện nghĩa vụ thanh toán tiền thuê, bảo quản đất đai, tuân thủ các quy định về sử dụng đất."
Thủ tục cấp giấy chứng nhận đăng ký quyền tác giả là gì?,"Theo Luật Sở hữu trí tuệ, thủ tục cấp giấy chứng nhận đăng ký quyền tác giả bao gồm nộp đơn đăng ký, bản sao tác phẩm, giấy tờ chứng minh quyền sở hữu và các giấy tờ liên quan khác tại cơ quan quản lý sở hữu trí tuệ."
Quy định về bảo vệ quyền lợi của người tham gia giao thông là gì?,"Theo Luật Giao thông đường bộ, người tham gia giao thông có quyền được đảm bảo an toàn, thông tin, hướng dẫn giao thông và phải tuân thủ các quy định về an toàn giao thông, luật lệ giao thông."
"Trách nhiệm của cá nhân, tổ chức trong việc bảo vệ quyền lợi của người cao tuổi là gì?","Theo Luật Người cao tuổi, cá nhân, tổ chức có trách nhiệm chăm sóc, bảo vệ, hỗ trợ người cao tuổi trong cuộc sống, y tế, việc làm và tham gia các hoạt động xã hội."
"Quy định về quyền và nghĩa vụ của người sản xuất, kinh doanh thực phẩm là gì?","Theo Luật An toàn thực phẩm, người sản xuất, kinh doanh thực phẩm có quyền sử dụng nguyên liệu, công nghệ sản xuất đảm bảo an toàn, và phải tuân thủ các quy định về vệ sinh, kiểm tra chất lượng thực phẩm."
Thủ tục cấp giấy chứng nhận quyền sở hữu nhà ở là gì?,"Theo Luật Nhà ở, thủ tục cấp giấy chứng nhận quyền sở hữu nhà ở bao gồm nộp đơn đề nghị, giấy tờ chứng minh quyền sở hữu nhà ở hợp pháp và các giấy tờ liên quan khác tại cơ quan quản lý nhà ở."
Quy định về bảo vệ quyền lợi của người lao động trong trường hợp tai nạn lao động là gì?,"Theo Bộ Luật Lao động, người lao động bị tai nạn lao động có quyền yêu cầu bồi thường thiệt hại, hỗ trợ y tế, phục hồi chức năng và phải được đảm bảo các quyền lợi bảo hiểm xã hội liên quan."
"Trách nhiệm của cơ quan nhà nước trong việc quản lý, bảo vệ rừng là gì?","Theo Luật Bảo vệ và Phát triển rừng, cơ quan nhà nước có trách nhiệm quản lý, bảo vệ, phát triển rừng, ngăn chặn các hành vi khai thác rừng trái phép, xử lý vi phạm và thúc đẩy giá trị kinh tế, sinh thái của rừng."
Quy định về quyền và nghĩa vụ của người sử dụng internet là gì?,"Theo Luật An ninh mạng, người sử dụng internet có quyền truy cập, sử dụng thông tin, dịch vụ trên mạng và phải tuân thủ các quy định về an ninh mạng, bảo vệ thông tin cá nhân."
Thủ tục cấp giấy chứng nhận đăng ký doanh nghiệp là gì?,"Theo Luật Doanh nghiệp, thủ tục cấp giấy chứng nhận đăng ký doanh nghiệp bao gồm nộp đơn đăng ký, giấy tờ chứng minh nhân thân của người sáng lập và vốn điều lệ tại Sở Kế hoạch và Đầu tư."
"Trách nhiệm của cá nhân, tổ chức trong việc bảo vệ động vật hoang dã là gì?","Theo Luật Bảo vệ và Phát triển rừng, cá nhân, tổ chức có trách nhiệm bảo vệ, ngăn chặn các hành vi săn bắn, buôn bán, tiêu thụ động vật hoang dã trái phép và tham gia các hoạt động bảo vệ động vật hoang dã."
Thủ tục cấp giấy phép kinh doanh vận tải là gì?,"Theo Luật Giao thông đường bộ, thủ tục cấp giấy phép kinh doanh vận tải bao gồm nộp đơn đăng ký, giấy tờ chứng minh nhân thân, điều kiện an toàn giao thông và các giấy tờ liên quan khác tại cơ quan quản lý giao thông."
Quy định về bảo vệ quyền lợi của người lao động trong trường hợp mất việc làm là gì?,"Theo Bộ Luật Lao động, người lao động mất việc làm có quyền nhận trợ cấp thất nghiệp, hỗ trợ tìm kiếm việc làm mới và các quyền lợi khác theo hợp đồng lao động và bảo hiểm xã hội."
Thủ tục cấp giấy chứng nhận đăng ký quyền sở hữu công trình xây dựng là gì?,"Theo Luật Xây dựng, thủ tục cấp giấy chứng nhận đăng ký quyền sở hữu công trình xây dựng bao gồm nộp đơn đề nghị, bản vẽ thiết kế, giấy tờ chứng minh quyền sở hữu và các giấy tờ liên quan khác tại cơ quan quản lý xây dựng."
Quy định về bảo vệ quyền lợi của người sử dụng lao động là gì?,"Theo Bộ Luật Lao động, người sử dụng lao động có quyền yêu cầu người lao động thực hiện đầy đủ các điều khoản trong hợp đồng lao động và phải đảm bảo các quyền lợi, nghĩa vụ liên quan đến an toàn lao động, bảo hiểm xã hội."
Luật Quốc phòng quy định những hành vi nào bị nghiêm cấm trong lĩnh vực quốc phòng?,"Theo Điều 9 Luật Quốc phòng năm 2018, các hành vi bị nghiêm cấm bao gồm: hoạt động gián điệp, phá hoại an ninh quốc gia, tiết lộ bí mật quốc phòng, xâm phạm tài sản quốc phòng, và các hành vi khác gây hại đến an ninh, quốc phòng."
"Luật Phòng, chống tham nhũng quy định các biện pháp phòng ngừa tham nhũng là gì?","Theo Điều 4 Luật Phòng, chống tham nhũng năm 2018, các biện pháp phòng ngừa tham nhũng bao gồm: công khai, minh bạch trong hoạt động của cơ quan, tổ chức, đơn vị; xây dựng và thực hiện quy tắc ứng xử của cán bộ, công chức, viên chức; thực hiện chuyển đổi vị trí công tác của cán bộ, công chức, viên chức; kiểm soát tài sản, thu nhập của người có chức vụ, quyền hạn; và các biện pháp khác."
Luật Bảo hiểm y tế quy định những trường hợp nào được hưởng bảo hiểm y tế?,"Theo Điều 21 Luật Bảo hiểm y tế năm 2008, các trường hợp được hưởng bảo hiểm y tế bao gồm: khám bệnh, chữa bệnh, phục hồi chức năng, khám thai định kỳ và sinh con, khám và điều trị bệnh nghề nghiệp, và các trường hợp khác theo quy định của pháp luật."
"Luật Tổ chức chính quyền địa phương quy định về chức năng, nhiệm vụ của Hội đồng nhân dân cấp tỉnh là gì?","Theo Điều 19 Luật Tổ chức chính quyền địa phương năm 2015, Hội đồng nhân dân cấp tỉnh có chức năng, nhiệm vụ: quyết định các vấn đề quan trọng của địa phương; giám sát việc thực hiện pháp luật, nghị quyết của Hội đồng nhân dân cấp dưới; quyết định về ngân sách, kinh tế - xã hội, quốc phòng - an ninh của địa phương; và các nhiệm vụ, quyền hạn khác theo quy định của pháp luật."
Luật Giao dịch điện tử quy định về giá trị pháp lý của chứng từ điện tử là gì?,"Theo Điều 14 Luật Giao dịch điện tử năm 2005, chứng từ điện tử có giá trị pháp lý như chứng từ giấy nếu được ký số hoặc có các biện pháp xác nhận khác theo quy định của pháp luật."
Luật Ngân sách nhà nước quy định về nguyên tắc lập và phân bổ ngân sách nhà nước là gì?,"Theo Điều 4 Luật Ngân sách nhà nước năm 2015, nguyên tắc lập và phân bổ ngân sách nhà nước bao gồm: công khai, minh bạch, tiết kiệm, hiệu quả; ưu tiên cho các nhiệm vụ quốc phòng, an ninh, phát triển kinh tế - xã hội, giáo dục, y tế, khoa học và công nghệ; và các nguyên tắc khác theo quy định của pháp luật."
Luật Thuế giá trị gia tăng quy định về đối tượng chịu thuế giá trị gia tăng là gì?,"Theo Điều 3 Luật Thuế giá trị gia tăng năm 2008, đối tượng chịu thuế giá trị gia tăng bao gồm: hàng hóa, dịch vụ dùng cho sản xuất, kinh doanh và tiêu dùng ở Việt Nam, trừ các trường hợp được miễn thuế theo quy định của pháp luật."
Luật Tín dụng ngân hàng quy định về các hình thức huy động vốn của tổ chức tín dụng là gì?,"Theo Điều 14 Luật Tín dụng ngân hàng năm 2010, các hình thức huy động vốn của tổ chức tín dụng bao gồm: nhận tiền gửi, phát hành giấy tờ có giá, vay vốn từ tổ chức tín dụng khác, vay vốn từ tổ chức tài chính quốc tế, và các hình thức khác theo quy định của pháp luật."
